"id","collection_id","name","slug","category","original_description","ai_semantic_description","style","color_family","material","finish_type","special_features","product_url","main_image_url","price","available_sizes","created_at","updated_at","last_scraped_at"
"88efbcfb-0e88-4373-8258-740b063bb8a6",NULL,"Коллекции скрытых дверей","коллекции-скрытых-дверей","Другое","","","минимализм","unknown","Шпон","эмаль","{}","https://moscow.estetdveri.ru/catalog/skrytye-dveri/collections/","services/parser/data/images/products/87085db2fa0e.webp",NULL,"{}","2026-04-14 08:57:12.703764","2026-04-14 08:57:12.70377","2026-04-14 08:57:12.700407"
"bdba94a1-1636-4055-8238-7c60a5f3004b",NULL,"Межкомнатные двери с зеркалом и стеклом","межкомнатные-двери-с-зеркалом-и-стеклом","Двери межкомнатные","","","минимализм","коричневый","Шпон","эмаль","{}","https://moscow.estetdveri.ru/catalog/mezhkomnatnye-dveri/glass_s-zerkalom-or-so-steklom/","services/parser/data/images/products/3f9bf0604022.webp",NULL,"{}","2026-04-14 09:02:49.72407","2026-04-14 09:02:49.724073","2026-04-14 09:02:49.723257"
"af8c7e5a-0ff3-487b-bbe7-a0cdcbf9cf99",NULL,"Темные межкомнатные двери","темные-межкомнатные-двери","Двери межкомнатные","","","минимализм","коричневый","Шпон","эмаль","{}","https://moscow.estetdveri.ru/catalog/mezhkomnatnye-dveri/temnye/","services/parser/data/images/products/666d967d542b.webp",NULL,"{}","2026-04-14 09:03:32.125921","2026-04-14 09:03:32.125923","2026-04-14 09:03:32.125299"
"e3a9a91a-da1b-4f40-8caa-5ef9065782d0",NULL,"Коричневые межкомнатные двери","коричневые-межкомнатные-двери","Двери межкомнатные","","","минимализм","коричневый","Шпон","эмаль","{}","https://moscow.estetdveri.ru/catalog/mezhkomnatnye-dveri/korichnevye/","services/parser/data/images/products/6fa921e9303b.webp",NULL,"{}","2026-04-14 09:04:14.413869","2026-04-14 09:04:14.413872","2026-04-14 09:04:14.413137"
"773f7d3b-abfd-43bd-806a-793df02e299d",NULL,"Серые межкомнатные двери","серые-межкомнатные-двери","Двери межкомнатные","","","минимализм","коричневый","Шпон","эмаль","{}","https://moscow.estetdveri.ru/catalog/mezhkomnatnye-dveri/serye/","services/parser/data/images/products/1d32efd14214.webp",NULL,"{}","2026-04-14 09:04:56.944627","2026-04-14 09:04:56.94463","2026-04-14 09:04:56.943861"
